Alaina Capri,female
Adele Rein,female
Paul Newman,male
George Kennedy,male
Strother Martin,unknown
George Maharis,male
Laura Devon,female
Earl Holliman,male
Robert Shaw,male
Jeffrey Hunter,male
Mary Ure,mostly_female
Ty Hardin,male
John Cassavetes,male
Beverly Adams,female
Lee Marvin,mostly_male
Charles Bronson,male
Telly Savalas,mostly_male
John Cassavetes,male
Jim Brown,male
Ernest Borgnine,male
Robert Ryan,male
Donald Sutherland,male
Clint Walker,male
Trini Lopez,female
Dick Van Dyke,male
Debbie Reynolds,female
Jason Robards,male
Jean Simmons,male
Rex Harrison,male
Samantha Eggar,female
Anthony Newley,male
Richard Burton,male
Elizabeth Taylor,female
Sandra Dee,female
George Hamilton,male
Celeste Holm,female
Bill Bixby,male
Bob Dylan,male
Joan Baez,female
Donovan,unknown
Tony Curtis,male
Claudia Cardinale,female
Sharon Tate,female
Elvis Presley,male
Pat Priest,andy
Bob Hope,male
Phyllis Diller,female
Jonathan Winters,male
Shirley Eaton,female
José Ferrer,male
Shelley Winters,female
Reni Santoni,female
Don Rickles,male
Sharon Tate,female
Roman Polanski,male
Chad Everett,male
Dean Jagger,male
George C. Scott,male
Sue Lyon,female
John Ireland,male
Virginia Mayo,female
Scott Brady,male
Sandy Dennis,mostly_female
Keir Dullea,male
Anne Heywood,female
Simone Signoret,female
James Caan,male
Katharine Ross,female
Vera Miles,female
Dennis Weaver,male
Clint Howard,male
Adele Rein,female
Walter Brennan,male
Karen Dotrice,female
Ed Wynn,male
Sonny Bono,male
Cher,unknown
Dustin Hoffman,male
Anne Bancroft,female
Katharine Ross,female
Edward G. Robinson,male
Janet Leigh,female
Spencer Tracy,male
Katharine Hepburn,female
Sidney Poitier,mostly_male
Walter Matthau,male
Robert Morse,male
Inger Stevens,female
Bobby Darin,male
Michael Sarrazin,male
Leslie Nielsen,mostly_female
Craig Stevens,male
Edward Asner,male
Anthony Quinn,male
Faye Dunaway,female
Michael Parks,male
Fred MacMurray,male
Lesley Ann Warren,andy
Marty Robbins,mostly_male
John Ashley,male
Gigi Perreau,male
Ross Hagen,male
Jack Nicholson,male
Adam Roarke,male
Lon Chaney,male
Jr.,unknown
John Carradine,male
Basil Rathbone,male
Paul Newman,male
Richard Boone,male
Fredric March,male
Diane Cilento,female
Barbara Rush,female
Martin Balsam,male
Margaret Blye,female
Rex Harrison,male
Susan Hayward,female
Cliff Robertson,male
Edie Adams,female
Capucine,unknown
Dana Andrews,female
Jeanne Crain,female
Laurie Mock,female
Rod Taylor,male
Karl Malden,male
Merle Oberon,mostly_male
Melvyn Douglas,male
Michael Rennie,male
Catherine Spaak,female
Richard Conte,male
Jason Robards,male
Robert Ryan,male
James Garner,male
Robert Morse,male
Rudy Vallée,male
Michele Lee,female
Maureen Arthur,female
Michael Caine,male
Jane Fonda,female
John Phillip Law,male
Diahann Carroll,unknown
Faye Dunaway,female
Burgess Meredith,unknown
Robert Blake,male
Scott Wilson,male
Paul Stewart,male
John Forsythe,male
Rod Steiger,male
Sidney Poitier,mostly_male
Warren Oates,male
Lee Grant,mostly_male
James Coburn,male
Lee J. Cobb,mostly_male
Anna Lee,female
Jean Hale,male
Tony Musante,male
Martin Sheen,male
Ruby Dee,female
Deborah Walley,female
Tommy Kirk,male
Bobby Pickett,male
George Hamilton,male
Joseph Cotten,male
Scott Brady,male
Anthony Eisley,male
Gigi Perreau,male
Bruce Reitherman,male
Phil Harris,male
George Sanders,male
Akira Takarada,mostly_male
Rhodes Reason,unknown
Jack Palance,male
Fernando Lamas,male
Doug McClure,male
Jill St. John,female
Mary Ann Mobley,mostly_female
Jack Lemmon,male
Elaine May,female
Boris Karloff,male
Allen Swift,male
Phyllis Diller,female
Tommy Kirk,male
Yvonne Craig,female
Rosalind Russell,female
Robert Morse,male
Hugh Griffith,male
Lee Marvin,mostly_male
Angie Dickinson,female
Carroll O'Connor,mostly_male
Keenan Wynn,male
Lloyd Bochner,male
John Vernon,male
James Coburn,male
Godfrey Cambridge,male
Elizabeth Taylor,female
Marlon Brando,male
Robert Forster,male
Don Knotts,male
Leslie Nielsen,mostly_female
Rosalind Russell,female
Sandra Dee,female
Dean Martin,male
George Peppard,male
Jean Simmons,male
Warren Oates,male
Jack Nicholson,male
Millie Perkins,female
Gig Young,unknown
Carol Lynley,mostly_female
Sid Caesar,mostly_male
Vera Miles,female
Jason Robards,male
George Segal,male
Ralph Meeker,male
Jean Hale,male
Elizabeth Taylor,female
Richard Burton,male
Julie Andrews,female
Mary Tyler Moore,mostly_female
Carol Channing,mostly_female
Annette Funicello,female
Fabian,unknown
Diane McBain,female
Eli Wallach,female
Dustin Hoffman,male
Anne Jackson,female
Glenn Ford,male
Inger Stevens,female
Rock Hudson,male
George Peppard,male
Frank Sinatra,male
Jill St. John,female
Gena Rowlands,female
Richard Conte,male
Simon Oakland,male
Sue Lyon,female
Shecky Greene,unknown
Jack Palance,male
Burgess Meredith,unknown
Beverly Adams,female
Tommy Kirk,male
Faith Domergue,female
Peter Fonda,male
Susan Strasberg,female
Dennis Hopper,male
Sandy Dennis,mostly_female
Jean Stapleton,male
Patty Duke,female
Barbara Parkins,female
Paul Burke,male
Martin Milner,male
Susan Hayward,female
Sharon Tate,female
Robert Vaughn,male
Elke Sommer,female
Felicia Farr,female
Audrey Hepburn,female
Alan Arkin,male
Efrem Zimbalist Jr.,male
Richard Crenna,male
John Wayne,male
Kirk Douglas,male
Robert Walker Jr.,male
David Janssen,male
Joan Collins,female
Stefanie Powers,female
Eleanor Parker,female
George Grizzard,male
Steve Allen,male
Lillian Gish,female
James Coburn,male
Carroll O'Connor,mostly_male
Margaret Blye,female
Kirk Douglas,male
Robert Mitchum,male
Richard Widmark,male
Lola Albright,female
Henry Fonda,male
Janice Rule,female
Warren Oates,male
Aldo Ray,male
Harvey Keitel,male
Dean Martin,male
Robert Mitchum,male
Inger Stevens,female
Keir Dullea,male
Gary Lockwood,male
William Sylvester,male
Robert Mitchum,male
Robert Ryan,male
Peter Falk,male
Patrick O'Neal,male
Joan Hackett,female
John Gielgud,male
John Carradine,male
Wendell Corey,male
Tura Satana,unknown
James Stewart,male
Dean Martin,male
Raquel Welch,female
Raquel Welch,female
Robert Wagner,male
Edward G. Robinson,male
Peter Ustinov,male
Suzanne Pleshette,female
Dean Jones,male
Tony Curtis,male
Henry Fonda,male
George Kennedy,male
Kirk Douglas,male
Alex Cord,male
Luther Adler,male
Steve McQueen,male
Robert Vaughn,male
Jacqueline Bisset,female
Gina Lollobrigida,female
Shelley Winters,female
Peter Lawford,male
George Segal,male
Jack Warden,male
Alan King,male
Marlon Brando,male
Richard Burton,male
Charles Aznavour,male
Walter Matthau,male
James Coburn,male
Ringo Starr,male
Cliff Robertson,male
Claire Bloom,female
Clint Eastwood,male
Lee J. Cobb,mostly_male
Susan Clark,female
James Caan,male
Robert Duvall,male
Charlton Heston,unknown
Maximilian Schell,male
Lloyd Bridges,male
Joan Blackman,female
Glenn Ford,male
Arthur Kennedy,male
Dean Jagger,male
Frank Sinatra,male
Lee Remick,mostly_male
Jacqueline Bisset,female
William Holden,male
Cliff Robertson,male
Vince Edwards,male
Phyllis Diller,female
Bob Denver,male
Robert Wagner,male
Mary Tyler Moore,mostly_female
Jerry Lewis,male
Terry-Thomas,unknown
Jacqueline Pearce,female
Gena Rowlands,female
John Marley,male
Seymour Cassel,male
Anne Chapman,female
Lavelle Roby,unknown
Fred Astaire,male
Petula Clark,unknown
Keenan Wynn,male
Tommy Steele,male
Don Francks,male
Al Freeman Jr.,male
James Stewart,male
Henry Fonda,male
Inger Stevens,female
Jacqueline Scott,female
Gary Lockwood,male
Patti D'Arbanville,female
Sidney Poitier,mostly_male
Abbey Lincoln,female
Beau Bridges,male
Mary Ann Mobley,mostly_female
Lana Wood,female
Milton Berle,male
Barbra Streisand,female
Omar Sharif,male
Walter Pidgeon,male
John Wayne,male
David Janssen,male
Jim Hutton,male
Aldo Ray,male
Clint Eastwood,male
Inger Stevens,female
Pat Hingle,andy
The Monkees,mostly_female
Annette Funicello,female
Victor Mature,male
Alan Arkin,male
Chuck McCann,male
Sondra Locke,female
Lee Marvin,mostly_male
Toshiro Mifune,male
John Wayne,male
Katharine Ross,female
Jim Hutton,male
Rod Taylor,male
Claudia Cardinale,female
Dean Jones,male
Diane Baker,female
Peter Ustinov,male
Maggie Smith,female
Bob Newhart,male
Dean Martin,male
Stella Stevens,female
Eli Wallach,female
Peter Sellers,male
Leigh Taylor-Young,mostly_female
Rock Hudson,male
Patrick McGoohan,male
Ernest Borgnine,male
Jim Brown,male
Tony Bill,male
Lloyd Nolan,male
David Niven,male
Lola Albright,female
Ozzie Nelson,male
Harry Guardino,male
Bradford Dillman,male
Hope Lange,female
Dick Clark,male
Robert Walker Jr.,male
Merle Haggard,mostly_male
Beryl Reid,female
Coral Browne,female
Susannah York,female
Richard Boone,male
Vera Miles,female
Joan Blondell,female
Frank Sinatra,male
Raquel Welch,female
Dan Blocker,male
Kim Novak,mostly_female
Peter Finch,male
Ernest Borgnine,male
Elvis Presley,male
Michele Carey,female
Rudy Vallée,male
Dean Jones,male
Michele Lee,female
David Tomlinson,male
Kirk Douglas,male
Sylvia Koscina,female
Eli Wallach,female
Richard Widmark,male
Henry Fonda,male
Inger Stevens,female
James Whitmore,male
Harry Guardino,male
Susan Clark,female
Michael Caine,male
Candice Bergen,female
Anthony Quinn,male
Terry Moore,mostly_male
Sue Ane Langdon,female
Diane McBain,female
Jeremy Slate,male
Lola Albright,female
John Ericson,male
Leslie Parrish,mostly_female
Clint Walker,male
Vincent Price,male
Anne Francis,female
Dick Van Dyke,male
Dorothy Provine,female
Edward G. Robinson,male
Marlon Brando,male
Richard Boone,male
Rita Moreno,female
Duane Jones,male
Judith O'Dea,female
Jason Robards,male
Elliott Gould,male
Forrest Tucker,male
Rod Steiger,male
Lee Remick,mostly_male
George Segal,male
Rod Taylor,male
Christopher Plummer,male
Doug McClure,male
Nancy Kwan,female
James Whitmore,male
Jack Lemmon,male
Walter Matthau,male
Walter Brennan,male
Buddy Ebsen,male
Lesley Ann Warren,andy
John Davidson,male
Kurt Russell,male
George Peppard,male
Raymond Burr,male
Gayle Hunnicutt,mostly_female
Alan Alda,male
Lauren Hutton,mostly_female
Alex Karras,male
Peter Sellers,male
Claudine Longet,female
James Garner,male
George Kennedy,male
Faye Dunaway,female
Marcello Mastroianni,male
Charlton Heston,unknown
Roddy McDowall,male
Maurice Evans,male
Kim Hunter,mostly_female
Suzanne Pleshette,female
George Hamilton,male
Tuesday Weld,unknown
Anthony Perkins,male
Beverly Garland,female
Bob Hope,male
Jeffrey Hunter,male
Phyllis Diller,female
Jack Nicholson,male
Susan Strasberg,female
Joanne Woodward,female
James Olson,male
Mia Farrow,female
John Cassavetes,male
Charles Grodin,male
Ruth Gordon,female
Ralph Bellamy,male
Robert Walker Jr.,male
Larry Bishop,male
Burt Lancaster,male
Ossie Davis,female
Telly Savalas,mostly_male
Walter Matthau,male
Anne Jackson,female
Patrick O'Neal,male
Paul Newman,male
Rod Steiger,male
John Phillip Law,male
Lee Marvin,mostly_male
Bradford Dillman,male
Vera Miles,female
Don Knotts,male
Pat Morita,andy
Jackie Coogan,andy
Sean Connery,male
Brigitte Bardot,female
Betty Connell,female
Anthony Quinn,male
Laurence Olivier,female
David Janssen,male
Oskar Werner,male
Leo McKern,male
John Gielgud,male
Jayne Mansfield,female
David McCallum,male
Stella Stevens,female
Telly Savalas,mostly_male
Elvis Presley,male
Nancy Sinatra,female
Brigitte Bardot,female
Alain Delon,male
Jane Fonda,female
Peter Fonda,male
Jim Brown,male
Diahann Carroll,unknown
Gene Hackman,mostly_male
Julie Harris,female
Warren Oates,male
Donald Sutherland,male
Gregory Peck,male
Eva Marie Saint,female
Julie Andrews,female
Daniel Massey,male
Richard Crenna,male
Elvis Presley,male
Burgess Meredith,unknown
Katy Jurado,female
Patricia Neal,female
Jack Albertson,male
Martin Sheen,male
Anthony Franciosa,male
Michael Sarrazin,male
Jacqueline Bisset,female
Bob Denver,male
Sandy Dennis,mostly_female
Anthony Newley,male
Burt Lancaster,male
Janice Rule,female
Marge Champion,female
Boris Karloff,male
Tim O'Kelly,male
Gary Lockwood,male
Elke Sommer,female
Lee J. Cobb,mostly_male
Steve McQueen,male
Faye Dunaway,female
Christopher Jones,male
Yvette Mimieux,female
Ruby Dee,female
Raymond St. Jacques,male
Max Julien,male
Yul Brynner,andy
Robert Mitchum,male
Charles Bronson,male
Erica Gavin,female
Mamie Van Doren,female
George Peppard,male
Mary Tyler Moore,mostly_female
Dom DeLuise,unknown
Rosalind Russell,female
Stella Stevens,female
Binnie Barnes,unknown
Clint Eastwood,male
Richard Burton,male
William Shatner,male
Joseph Cotten,male
Elke Sommer,female
Bob Crane,male
Werner Klemperer,male
Norman Mailer,male
Buzz Farbar,male
Mickey Knox,mostly_male
Christopher Jones,male
Hal Holbrook,male
Shelley Winters,female
Richard Pryor,male
Fabian,unknown
Judy Cornwell,female
Talia Shire,female
Charlton Heston,unknown
Joan Hackett,female
Bruce Dern,male
Doris Day,female
Brian Keith,male
Barbara Hershey,female
Lucille Ball,female
Henry Fonda,male
Burt Reynolds,male
Raquel Welch,female
Jim Brown,male
Arlo Guthrie,male
Jennifer Jones,female
Roddy McDowall,male
Andy Griffith,male
Jerry Van Dyke,male
Jack Lemmon,male
Catherine Deneuve,female
Peter Lawford,male
Myrna Loy,female
Kirk Douglas,male
Faye Dunaway,female
Deborah Kerr,female
Ryan O'Neal,mostly_male
Leigh Taylor-Young,mostly_female
Van Heflin,mostly_male
Lana Turner,female
Dan O'Herlihy,male
John Carradine,male
Robert Dix,male
Elliott Gould,male
Dyan Cannon,female
Natalie Wood,female
Robert Culp,male
Peter Robbins,male
Pamelyn Ferdin,unknown
Glenn Gilger,male
Erin Sullivan,mostly_female
George Segal,male
Ben Gazzara,male
E.G. Marshall,unknown
Margaret Brooks,female
Lou Gossett,mostly_male
Jr.,unknown
Paul Newman,male
Robert Redford,male
Katharine Ross,female
Walter Matthau,male
Goldie Hawn,female
Ingrid Bergman,female
Burt Lancaster,male
Patrick O'Neal,male
Jean-Pierre Aumont,male
Bruce Dern,male
Peter Falk,male
Gregory Peck,male
Anne Heywood,female
Arthur Hill,male
Elvis Presley,male
Mary Tyler Moore,mostly_female
Raymond St. Jacques,male
Susan Oliver,female
Michele Carey,female
Jack Albertson,male
Cher,unknown
Stephen Whittaker,male
Don Murray,male
Linda Evans,female
Dick Van Dyke,male
Mickey Rooney,mostly_male
Kurt Russell,male
Cesar Romero,male
Richard Widmark,male
Lena Horne,female
Keir Dullea,male
Senta Berger,female
Christopher George,male
Fabian,unknown
Leslie Parrish,mostly_female
Jackie Gleason,andy
Estelle Parsons,female
Ted Bessell,male
Robert Redford,male
Gene Hackman,mostly_male
Peter Fonda,male
Dennis Hopper,male
Jack Nicholson,male
David Niven,male
Faye Dunaway,female
Mickey Rooney,mostly_male
Alan Alda,male
Jack Carter,male
Michael Sarrazin,male
Gayle Hunnicutt,mostly_female
Eleanor Parker,female
Russ Tamblyn,male
Lon Chaney,male
Jr.,unknown
Raquel Welch,female
Beau Bridges,male
Brian Keith,male
Margot Kidder,female
Kevin Coughlin,male
Karen Valentine,female
Robert Cummings,male
Nina Foch,female
Bara Byrnes,female
Richard Benjamin,male
Ali MacGraw,male
Jack Klugman,male
Peter O'Toole,male
Petula Clark,unknown
Jacqueline Bisset,female
Jim Brown,male
Joseph Cotten,male
George Kennedy,male
James Whitmore,male
Reni Santoni,female
Monte Markham,male
Bernie Casey,mostly_female
Burt Lancaster,male
Deborah Kerr,female
Gene Hackman,mostly_male
Michael Douglas,male
Teresa Wright,female
Barbra Streisand,female
Walter Matthau,male
Michael Crawford,male
Marianne McAndrew,female
Danny Lockin,male
Tommy Tune,male
Louis Armstrong,male
Tony Randall,male
Janet Leigh,female
Jim Backus,male
Conny Van Dyke,mostly_female
Jeremy Slate,male
Jerry Lewis,male
Peter Lawford,male
Anne Francis,female
George Peppard,male
Orson Welles,male
Inger Stevens,female
Bob Hope,male
Jackie Gleason,andy
Jane Wyman,female
Suzanne Pleshette,female
Ian McShane,male
Rod Steiger,male
Claire Bloom,female
Burt Reynolds,male
Anne Francis,female
Vera Miles,female
Robert Lansing,male
Robert Forster,male
Anouk Aimée,female
Dirk Bogarde,male
Michael York,male
Brian Keith,male
Maximilian Schell,male
Sal Mineo,male
Barbara Hershey,female
Catherine Burns,female
Bruce Davison,male
Kyle Johnson,mostly_female
Malcolm Atterbury,male
Dana Elcar,female
Susan George,female
Charles Bronson,male
Lloyd Bridges,male
Bobby Van,male
Anne Francis,female
Sidney Poitier,mostly_male
Joanna Shimkus,female
Kathy Williams,female
Maria Lease,female
Don Knotts,male
Anne Francis,female
Edmond O'Brien,male
Gregory Peck,male
Omar Sharif,male
Telly Savalas,mostly_male
Camilla Sparv,female
Julie Newmar,female
Katharine Hepburn,female
Yul Brynner,andy
Paul Henreid,male
James Garner,male
Rita Moreno,female
Gayle Hunnicutt,mostly_female
Carroll O'Connor,mostly_male
Bruce Lee,male
Gregory Peck,male
Gene Hackman,mostly_male
David Janssen,male
Richard Crenna,male
James Franciscus,male
Lee Grant,mostly_male
Mariette Hartley,female
Nancy Kovack,female
Patty Duke,female
James Farantino,male
Robert Forster,male
Verna Bloom,female
Richard Crenna,male
Anne Heywood,female
Fred Astaire,male
Jon Voight,male
Dustin Hoffman,male
Brenda Vaccaro,female
Sylvia Miles,female
Clint Walker,male
Vincent Price,male
Anne Francis,female
Paul Hampton,male
Theodore Bikel,male
Teddy Eccles,male
Richard Rust,male
Michael Greene,male
Charlton Heston,unknown
Jessica Walter,female
Bruce Dern,male
Clint Eastwood,male
Lee Marvin,mostly_male
Jean Seberg,male
Alan Arkin,male
Rita Moreno,female
Arnold Johnson,male
Antonio Fargas,male
Shirley Knight,female
James Caan,male
Robert Duvall,male
Steve McQueen,male
Gene Hackman,mostly_male
Jim Brown,male
Robert Shaw,male
Christopher Plummer,male
Nigel Davenport,male
Burt Reynolds,male
Angie Dickinson,female
Anna Magnani,female
Anthony Quinn,male
Virna Lisi,female
Burt Reynolds,male
Arthur Kennedy,male
Silvia Pinal,female
Diane McBain,female
Stephen Boyd,male
Dionne Warwick,female
Ossie Davis,female
Dick Van Dyke,male
Angie Dickinson,female
Rosemary Forsyth,female
Liza Minnelli,female
Wendell Burton,male
Tim McIntire,male
James Garner,male
Walter Brennan,male
Joan Hackett,female
Shirley MacLaine,female
Chita Rivera,female
Ricardo Montalbán,male
John McMartin,male
Paula Kelly,female
Sammy Davis,male
Jr.,unknown
Woody Allen,male
Janet Margolin,female
Richard Widmark,male
Cesar Romero,male
Caroline Munro,female
Robert Redford,male
Katharine Ross,female
Robert Blake,male
Jane Fonda,female
Michael Sarrazin,male
Gig Young,unknown
Susannah York,female
Red Buttons,andy
Audie Murphy,mostly_male
Beatrice Kay,female
John Forsythe,male
Roscoe Lee Browne,male
John Vernon,male
Geraldine Page,female
Maureen Stapleton,female
Mildred Natwick,female
Elvis Presley,male
Sheree North,female
Dabney Coleman,unknown
Vincent Price,male
John Wayne,male
Kim Darby,mostly_female
Glen Campbell,male
Dennis Hopper,male
Robert Duvall,male
John Wayne,male
Rock Hudson,male
James Franciscus,male
Peter Ustinov,male
Jonathan Winters,male
Pamela Tiffin,female
Geraldine Page,female
Ruth Gordon,female
Rosemary Forsyth,female
David Janssen,male
Don Rickles,male
Rosemary Forsyth,female
William Holden,male
Ernest Borgnine,male
Warren Oates,male
Robert Ryan,male
Edmond O'Brien,male
Ben Johnson,male
Jaime Sánchez,male
Emilio Fernández,male
Paul Newman,male
Joanne Woodward,female
Robert Wagner,male
Robert Mitchum,male
Angie Dickinson,female
Michael Douglas,male
Lee Purcell,mostly_male
Joe Don Baker,male
Louise Latham,female
Bekim Fehmiu,male
Candice Bergen,female
Charles Aznavour,male
Olivia de Havilland,female
Burt Lancaster,male
Dean Martin,male
Jean Seberg,male
Jacqueline Bisset,female
Maureen Stapleton,female
Van Heflin,mostly_male
George Kennedy,male
Helen Hayes,female
Lloyd Nolan,male
Dana Wynter,female
Barbara Hale,female
Donald Sutherland,male
Ellen Burstyn,female
Federico Fellini,male
Larry Bishop,male
Tyne Daly,unknown
Aldo Ray,male
Phil Harris,male
Eva Gabor,female
Gary Dubin,male
Barbara Hershey,female
Collin Wilcox Paxton,male
Scott Glenn,male
Jason Robards,male
Stella Stevens,female
David Warner,male
Lee Van Cleef,mostly_male
Warren Oates,male
James Franciscus,male
Kim Hunter,mostly_female
Maurice Evans,male
Linda Harrison,female
John Lazar,male
Dolly Read,female
Edy Williams,mostly_male
John Carradine,male
Shelley Winters,female
Bruce Dern,male
Don Stroud,male
Robert Morse,male
Stefanie Powers,female
Phil Silvers,male
Norman Fell,male
Don Ameche,male
Kenneth Nelson,male
Cliff Gorman,male
Bud Cort,male
Sally Kellerman,female
Shelley Duvall,female
Fabian Forte,male
Jocelyn Lane,female
George Peppard,male
Raf Vallone,unknown
Alan Arkin,male
Jon Voight,male
Bob Newhart,male
Orson Welles,male
Buck Henry,male
Martin Sheen,male
Bob Balaban,male
Richard Benjamin,male
Charles Grodin,male
Art Garfunkel,male
Paula Prentiss,female
Larissa Ely,female
Linda Ashton,female
Uschi Digard,female
James Stewart,male
Henry Fonda,male
Shirley Jones,female
Susan Clark,female
Eric Braeden,male
Redd Foxx,unknown
Godfrey Cambridge,male
Raymond St. Jacques,male
Robert Quarry,male
Michael Murphy,male
Rod Taylor,male
Theodore Bikel,male
Suzy Kendall,female
Julie Andrews,female
Rock Hudson,male
Christopher George,male
Yvette Mimieux,female
Yvonne De Carlo,female
Carrie Snodgress,female
Richard Benjamin,male
Frank Langella,male
Frank Sinatra,male
George Kennedy,male
Anne Jackson,female
Sandra Dee,female
Dean Stockwell,male
Jim Brown,male
Lee Van Cleef,mostly_male
Stacy Keach,mostly_female
Harris Yulin,male
Dorothy Tristan,female
Frank Bonner,male
Jack Nicholson,male
Susan Anspach,female
Karen Black,female
Veronica Lake,female
Elliott Gould,male
Candice Bergen,female
James Earl Jones,male
Jane Alexander,female
Charlton Heston,unknown
Tina Chen,female
Geraldine Chaplin,female
John Phillip Law,male
Arnold Schwarzenegger,male
Arnold Stang,male
Shirley Stoler,female
Tony LoBianco,male
Rock Hudson,male
Sylvia Koscina,female
Sergio Fantoni,male
Jonathan Frid,male
Grayson Hall,male
Jackie Gleason,andy
Maureen O'Hara,female
Peter Falk,male
Ben Gazzara,male
Jadine Wong,unknown
Elliott Gould,male
Brenda Vaccaro,female
Dabney Coleman,unknown
Angel Tompkins,male
Melvyn Douglas,male
Gene Hackman,mostly_male
Gregory Peck,male
Tuesday Weld,unknown
Stuart Whitman,male
Elke Sommer,female
Curd Jürgens,male
Marlo Thomas,female
Alan Alda,male
Peter Boyle,male
Susan Sarandon,female
Clint Eastwood,male
Telly Savalas,mostly_male
Don Rickles,male
Carroll O'Connor,mostly_male
Donald Sutherland,male
Richard Boone,male
Max von Sydow,male
Samantha Eggar,female
Oliver Reed,male
Beau Bridges,male
Louis Gossett Jr.,male
Lee Grant,mostly_male
Diana Sands,female
Pearl Bailey,female
James Coburn,male
Lynn Redgrave,mostly_female
Anthony Quinn,male
Claude Akins,mostly_male
Shelley Winters,female
Tony Bill,male
Dustin Hoffman,male
Faye Dunaway,female
Martin Balsam,male
Chief Dan George,unknown
Robert Redford,male
Michael J. Pollard,male
Ryan O'Neal,mostly_male
Ali MacGraw,male
Ray Milland,mostly_male
John Marley,male
Donald Sutherland,male
Elliott Gould,male
Sally Kellerman,female
Tom Skerritt,male
Jo Ann Pflug,andy
John Schuck,male
Robert Duvall,male
René Auberjonois,male
Roger Bowen,male
Fred Williamson,male
David Janssen,male
Jean Seberg,male
Lee J. Cobb,mostly_male
Norman Mailer,male
Rip Torn,andy
Richard Harris,male
Sean Connery,male
Richard Harris,male
Lee Marvin,mostly_male
Jack Palance,male
Jeanne Moreau,female
Alan Alda,male
Richard Widmark,male
Patrick McGoohan,male
Elliott Gould,male
Paula Prentiss,female
Joe Silver,male
Romy Schneider,female
Dennis Waterman,male
Paul Koslo,male
Glen Campbell,male
Kim Darby,mostly_female
Joe Namath,male
Barbra Streisand,female
Yves Montand,male
Jack Nicholson,male
Sammy Davis,male
Jr.,unknown
Peter Lawford,male
Jack Lemmon,male
Sandy Dennis,mostly_female
Sylvester Stallone,male
George C. Scott,male
Karl Malden,male
Eli Wallach,female
Julie Harris,female
Deborah Winters,female
Butch Patrick,male
Mel Blanc,mostly_male
Faye Dunaway,female
Roy Scheider,male
Barry Primus,male
Gene Wilder,mostly_male
Margot Kidder,female
Anthony Quinn,male
Ann-Margret,unknown
Gary Lockwood,male
James Caan,male
Carrie Snodgress,female
Anjanette Comer,female
Cameron Mitchell,mostly_male
Jack Nicholson,male
John Wayne,male
Jorge Rivero,male
Jennifer O'Neill,female
Burt Reynolds,male
Susan Clark,female
Candice Bergen,female
Peter Strauss,male
Angela Lansbury,female
Michael York,male
Anthony Higgins,male
Paul Newman,male
Henry Fonda,male
Lee Remick,mostly_male
Michael Sarrazin,male
Richard Jaeckel,male
Gene Wilder,mostly_male
Donald Sutherland,male
Bruce Davison,male
Kim Darby,mostly_female
Bud Cort,male
Brian Keith,male
Tony Curtis,male
Don Ameche,male
Liza Minnelli,female
Ken Howard,male
Kirk Douglas,male
Henry Fonda,male
Warren Oates,male
Burgess Meredith,unknown
Hume Cronyn,male
Martin Gabel,male
Sidney Poitier,mostly_male
Martin Landau,male
Barbara McNair,female
Jim Brown,male
George Kennedy,male
Fredric March,male
Michael Caine,male
Cliff Robertson,male
Henry Fonda,male
Jason Robards,male
So Yamamura,andy
Martin Balsam,male
Joseph Cotten,male
James Whitmore,male
E.G. Marshall,unknown
Joe Dallesandro,male
Holly Woodlawn,female
Darren McGavin,male
Earl Holliman,male
Stacy Keach,mostly_female
Bud Cort,male
Marianna Hill,female
Frank Langella,male
Ron Moody,male
Dom DeLuise,unknown
Clint Eastwood,male
Shirley MacLaine,female
Joan Collins,female
Larry Hagman,male
Paul Newman,male
Joanne Woodward,female
Anthony Perkins,male
Ingrid Bergman,female
Anthony Quinn,male
Godfrey Cambridge,male
D'Urville Martin,unknown
George Segal,male
Ruth Gordon,female
Ron Leibman,male
Jerry Lewis,male
Jan Murray,male
Ray Sager,mostly_male
James Mason,male
Jeff Bridges,male
Irene Tsu,female
Tony Curtis,male
Charles Bronson,male
Daria Halprin,female
G. D. Spradlin,unknown
Rod Taylor,male
George Kennedy,male
Anne Jackson,female
Eli Wallach,female
Warren Beatty,male
Goldie Hawn,female
Frank Zappa,male
Ringo Starr,male
Theodore Bikel,male
Sean Connery,male
Dyan Cannon,female
Christopher Walken,male
Martin Balsam,male
Alan King,male
Arthur Hill,male
James Olson,male
Kate Reid,female
David Wayne,male
Paula Kelly,female
Lee Van Cleef,mostly_male
Gina Lollobrigida,female
Woody Allen,male
Louise Lasser,female
Kurt Russell,male
Joe Flynn,male
Lloyd Kaufman,male
Lynn Lowry,mostly_female
Oliver Stone,male
Angela Lansbury,female
David Tomlinson,male
Clint Eastwood,male
Geraldine Page,female
Elizabeth Hartman,female
Darlene Carr,female
Jo Ann Harris,andy
Roberta Collins,female
Pam Grier,female
John Wayne,male
Maureen O'Hara,female
Richard Boone,male
Tom Laughlin,male
Delores Taylor,female
Kenneth Tobey,male
Howard Hesseman,male
Bill Mumy,male
Barry Robins,male
Miles Chapin,male
Gloria Grahame,female
Melody Patterson,female
Robert Winston,male
Yvonne Nielson,female
Judy Dennis,female
George Segal,male
Paula Prentiss,female
Karen Black,female
James Caan,male
Billy Dee Williams,male
Shelley Fabares,female
Jack Warden,male
Sidney Poitier,mostly_male
